RC-4HC Temperature+Humidity Data Logger;;;
User Information;RC-4HC Data Logger V536;;
Number;719AH10135;;
Interval    ;0:5:0 H:M:S;;
Delay Time;0.0 H;;
Data Sum;2363;;
Temperature Maximum;27.4°C;;
Temperature Minimum;14.7°C;;
Temperature Average;19.6°C;;
Temperature Alarm Upper Limit;60.0°C;;
Temperature Alarm Lower Limit;-30.0°C;;
Humidity Maximum;63.2%RH;;
Humidity Minimum;37.9%RH;;
Humidity Average;54%RH;;
Humidity Alarm Upper Limit;90%RH;;
Humidity Alarm Lower Limit;20%RH;;
Start Time;21/09/2020 11:19;;
End Time;29/09/2020 16:09;;
Date Format;yyyy-MM-dd HH:mm:ss;;
Temperature Unit;°C;;
Number;Time;Temperature°C;Humidity%RH
1;2020/03/24  11:02:00;-7,8;51
2;2020/03/24  11:02:00;-8,8;50
3;2020/03/24  11:03:00;-7,5;50.5
4;2020/03/24  11:03:00;-6,2;51
5;2020/03/24  11:04:00;-5,6;52
6;2020/03/24  11:04:00;-6;52
7;2020/03/24  11:05:00;-8,1;57.1
8;2020/03/24  11:05:00;-9,1;51.1
9;2020/03/24  11:06:00;-9,6;50.6
10;2020/03/24  11:06:00;-9,9;50.1
11;2020/03/24  11:07:00;-10;50.1
12;2020/03/24  11:07:00;-10,1;50.1
13;2020/03/24  11:08:00;-10,1;50.1
14;2020/03/24  11:08:00;-10,1;50.1
15;2020/03/24  11:09:00;-10,1;49.7
16;2020/03/24  11:09:00;-10;49.2
17;2020/03/24  11:10:00;-10;49.3
18;2020/03/24  11:10:00;-10;48.8
19;2020/03/24  11:11:00;-9,9;48.8
20;2020/03/24  11:11:00;-9,9;46.7
21;2020/03/24  11:12:00;-9,8;46.1
22;2020/03/24  11:12:00;-9,7;49.7
23;2020/03/24  11:13:00;-9,7;46.1
24;2020/03/24  11:13:00;-9,7;42.8
25;2020/03/24  11:14:00;-9,6;48.6
26;2020/03/24  11:14:00;-9,5;51.7
27;2020/03/24  11:15:00;-9,4;51.3
28;2020/03/24  11:15:00;-9,4;47.1
29;2020/03/24  11:16:00;-9,3;50.2
30;2020/03/24  11:16:00;-9,3;51.7
31;2020/03/24  11:17:00;-9,2;48.6
32;2020/03/24  11:17:00;-9,1;52.2
33;2020/03/24  11:18:00;-9,1;50.7
34;2020/03/24  11:18:00;-9,1;50.6
35;2020/03/24  11:19:00;-9,1;52.7
36;2020/03/24  11:19:00;-9,1;52.2
37;2020/03/24  11:20:00;-9,1;51.2
38;2020/03/24  11:20:00;-9,1;48.1
39;2020/03/24  11:21:00;-9;52.1
40;2020/03/24  11:21:00;-9;52.2
41;2020/03/24  11:22:00;-9;48.6
42;2020/03/24  11:22:00;-9;52.1
43;2020/03/24  11:23:00;-9;52.7
44;2020/03/24  11:23:00;-9;50.1
45;2020/03/24  11:24:00;-9;51.6
46;2020/03/24  11:24:00;-9;53.1
47;2020/03/24  11:25:00;-9;53.2
48;2020/03/24  11:25:00;-8,9;52.2
49;2020/03/24  11:26:00;-8,9;49.7
50;2020/03/24  11:26:00;-8,9;51.6
51;2020/03/24  11:27:00;-8,9;53.1
52;2020/03/24  11:27:00;-8,8;50.6
53;2020/03/24  11:28:00;-8,8;53.1
54;2020/03/24  11:28:00;-8,8;54.1
55;2020/03/24  11:29:00;-8,8;53.1
56;2020/03/24  11:29:00;-8,8;52.7
57;2020/03/24  11:30:00;-8,7;51.2
58;2020/03/24  11:30:00;-8,7;52.1
59;2020/03/24  11:31:00;-8,6;53.1
60;2020/03/24  11:31:00;-8,6;52.7
61;2020/03/24  11:32:00;-8,6;52.2
62;2020/03/24  11:32:00;-8,6;52.2
63;2020/03/24  11:33:00;-8,6;49.6
64;2020/03/24  11:33:00;-8,6;53.1
65;2020/03/24  11:34:00;-8,6;53.1
66;2020/03/24  11:34:00;-8,6;51.6
67;2020/03/24  11:35:00;-8,6;53.1
68;2020/03/24  11:35:00;-8,6;53.6
69;2020/03/24  11:36:00;-8,6;53.1
70;2020/03/24  11:36:00;-8,5;52.1
71;2020/03/24  11:37:00;-8,5;51.5
72;2020/03/24  11:37:00;-8,5;53
73;2020/03/24  11:38:00;-8,5;53.6
74;2020/03/24  11:38:00;-8,5;56.1
75;2020/03/24  11:39:00;-8,5;56.5
76;2020/03/24  11:39:00;-8,5;58
77;2020/03/24  11:40:00;-8,5;57
78;2020/03/24  11:40:00;-8,5;56
79;2020/03/24  11:41:00;-8,5;56
80;2020/03/24  11:41:00;-8,4;57.9
81;2020/03/24  11:42:00;-8,4;57.9
82;2020/03/24  11:42:00;-8,5;57.9
83;2020/03/24  11:43:00;-8,4;58.9
84;2020/03/24  11:43:00;-8,4;57.4
85;2020/03/24  11:44:00;-8,4;57.9
86;2020/03/24  11:44:00;-8,5;55
87;2020/03/24  11:45:00;-8,5;55.9
88;2020/03/24  11:45:00;-8,6;57.4
89;2020/03/24  11:46:00;-8,6;58.3
90;2020/03/24  11:46:00;-8,7;58.8
91;2020/03/24  11:47:00;-8,8;58.3
92;2020/03/24  11:47:00;-8,8;56.9
93;2020/03/24  11:48:00;-8,9;56.8
94;2020/03/24  11:48:00;-9;58.7
95;2020/03/24  11:49:00;-9;59.7
96;2020/03/24  11:49:00;-9;59.7
97;2020/03/24  11:50:00;-9;59.1
98;2020/03/24  11:50:00;-8,9;58.6
99;2020/03/24  11:51:00;-9;60
100;2020/03/24  11:51:00;-9;61
101;2020/03/24  11:52:00;-8,9;61.5
102;2020/03/24  11:52:00;-9;61
103;2020/03/24  11:53:00;-9,1;61.4
104;2020/03/24  11:53:00;-9,2;61.9
105;2020/03/24  11:54:00;-9,4;62.3
106;2020/03/24  11:54:00;-9,5;61.9
107;2020/03/24  11:55:00;-9,6;61.4
108;2020/03/24  11:55:00;-9,7;62.3
109;2020/03/24  11:56:00;-9,8;62.3
110;2020/03/24  11:56:00;-9,9;62.7
111;2020/03/24  11:57:00;-9,9;63.2
112;2020/03/24  11:57:00;-10;63.2
113;2020/03/24  11:58:00;-10,1;63.2
114;2020/03/24  11:58:00;-10,1;62.7
115;2020/03/24  11:59:00;-10,2;62.7
116;2020/03/24  11:59:00;-10,2;62.7
117;2020/03/24  12:00:00;-10,3;62.7
118;2020/03/24  12:00:00;-10,3;62.7
119;2020/03/24  12:01:00;-10,3;62.7
120;2020/03/24  12:01:00;-10,4;62.7
121;2020/03/24  12:02:00;-10,5;62.3
122;2020/03/24  12:02:00;-10,5;61.3
123;2020/03/24  12:03:00;-10,5;62.3
124;2020/03/24  12:03:00;-10,6;62.2
125;2020/03/24  12:04:00;-10,6;62.2
126;2020/03/24  12:04:00;-10,7;62.3
127;2020/03/24  12:05:00;-10,7;62.3
128;2020/03/24  12:05:00;-10,7;62.3
129;2020/03/24  12:06:00;-10,8;62.3
130;2020/03/24  12:06:00;-10,8;62.3
131;2020/03/24  12:07:00;-10,8;62.2
132;2020/03/24  12:07:00;-10,9;62.2
133;2020/03/24  12:08:00;-10,9;62.3
134;2020/03/24  12:08:00;-11;62.3
135;2020/03/24  12:09:00;-11;60.9
136;2020/03/24  12:09:00;-11;61.8
137;2020/03/24  12:10:00;-11;62.2
138;2020/03/24  12:10:00;-11;62.2
139;2020/03/24  12:11:00;-11,1;61.8
140;2020/03/24  12:11:00;-11,1;61.8
141;2020/03/24  12:12:00;-11,1;61.3
142;2020/03/24  12:12:00;-11,2;61.3
143;2020/03/24  12:13:00;-11,2;61.3
144;2020/03/24  12:13:00;-11,3;61.3
145;2020/03/24  12:14:00;-11,3;61.8
146;2020/03/24  12:14:00;-11,3;61.3
147;2020/03/24  12:15:00;-11,4;61.3
148;2020/03/24  12:15:00;-11,4;61.3
149;2020/03/24  12:16:00;-11,4;61.3
150;2020/03/24  12:16:00;-11,5;61.3
151;2020/03/24  12:17:00;-11,5;61.3
152;2020/03/24  12:17:00;-11,5;61.3
153;2020/03/24  12:18:00;-11,6;61.3
154;2020/03/24  12:18:00;-11,6;61.3
155;2020/03/24  12:19:00;-11,6;60.9
156;2020/03/24  12:19:00;-11,6;60.9
157;2020/03/24  12:20:00;-11,7;60.8
158;2020/03/24  12:20:00;-11,7;61.3
159;2020/03/24  12:21:00;-11,8;61.3
160;2020/03/24  12:21:00;-11,8;60.8
161;2020/03/24  12:22:00;-11,8;60.8
162;2020/03/24  12:22:00;-11,8;60.9
163;2020/03/24  12:23:00;-11,9;60.9
164;2020/03/24  12:23:00;-11,9;60.8
165;2020/03/24  12:24:00;-12;61.3
166;2020/03/24  12:24:00;-12;61.3
167;2020/03/24  12:25:00;-12;60.8
168;2020/03/24  12:25:00;-12,1;61.3
169;2020/03/24  12:26:00;-12,1;61.3
170;2020/03/24  12:26:00;-12,1;61.2
171;2020/03/24  12:27:00;-12,2;61.7
172;2020/03/24  12:27:00;-12,2;62.2
173;2020/03/24  12:28:00;-12,3;61.7
174;2020/03/24  12:28:00;-12,3;61.7
175;2020/03/24  12:29:00;-12,3;61.3
176;2020/03/24  12:29:00;-12,3;61.3
177;2020/03/24  12:30:00;-12,3;61.2
178;2020/03/24  12:30:00;-12,4;61.7
179;2020/03/24  12:31:00;-12,4;61.7
180;2020/03/24  12:31:00;-12,5;61.7
181;2020/03/24  12:32:00;-12,5;61.3
182;2020/03/24  12:32:00;-12,5;61.3
183;2020/03/24  12:33:00;-12,5;61.3
184;2020/03/24  12:33:00;-12,6;61.7
185;2020/03/24  12:34:00;-12,6;61.7
186;2020/03/24  12:34:00;-12,6;61.7
187;2020/03/24  12:35:00;-12,7;61.7
188;2020/03/24  12:35:00;-12,7;61.3
189;2020/03/24  12:36:00;-12,7;61.3
190;2020/03/24  12:36:00;-12,7;61.2
191;2020/03/24  12:37:00;-12,8;61.7
192;2020/03/24  12:37:00;-12,8;61.7
193;2020/03/24  12:38:00;-12,8;61.2
194;2020/03/24  12:38:00;-12,9;61.3
195;2020/03/24  12:39:00;-12,9;61.3
196;2020/03/24  12:39:00;-12,9;61.3
197;2020/03/24  12:40:00;-13;61.3
198;2020/03/24  12:40:00;-13;61.3
199;2020/03/24  12:41:00;-13;61.3
200;2020/03/24  12:41:00;-13;61.3
201;2020/03/24  12:42:00;-13;61.3
202;2020/03/24  12:42:00;-13;60.8
203;2020/03/24  12:43:00;-13,1;60.8
204;2020/03/24  12:43:00;-13,1;61.3
205;2020/03/24  12:44:00;-13,1;61.2
206;2020/03/24  12:44:00;-13,2;61.2
207;2020/03/24  12:45:00;-13,2;61.3
208;2020/03/24  12:45:00;-13,2;61.3
209;2020/03/24  12:46:00;-13,2;60.3
210;2020/03/24  12:46:00;-13,3;61.2
211;2020/03/24  12:47:00;-13,3;61.2
212;2020/03/24  12:47:00;-13,3;61.2
213;2020/03/24  12:48:00;-13,3;61.2
214;2020/03/24  12:48:00;-13,4;61.2
215;2020/03/24  12:49:00;-13,4;61.2
216;2020/03/24  12:49:00;-13,4;61.2
217;2020/03/24  12:50:00;-13,4;61.2
218;2020/03/24  12:50:00;-13,4;61.2
219;2020/03/24  12:51:00;-13,5;61.2
220;2020/03/24  12:51:00;-13,5;61.2
221;2020/03/24  12:52:00;-13,5;61.2
222;2020/03/24  12:52:00;-13,5;61.2
223;2020/03/24  12:53:00;-13,6;60.8
224;2020/03/24  12:53:00;-13,6;61.2
225;2020/03/24  12:54:00;-13,6;61.2
226;2020/03/24  12:54:00;-13,6;61.2
227;2020/03/24  12:55:00;-13,6;61.2
228;2020/03/24  12:55:00;-13,7;61.2
229;2020/03/24  12:56:00;-13,7;61.2
230;2020/03/24  12:56:00;-13,7;61.2
231;2020/03/24  12:57:00;-13,7;61.2
232;2020/03/24  12:57:00;-13,7;61.7
233;2020/03/24  12:58:00;-13,8;61.7
234;2020/03/24  12:58:00;-13,8;61.7
235;2020/03/24  12:59:00;-13,8;61.7
236;2020/03/24  12:59:00;-13,8;61.2
237;2020/03/24  13:00:00;-13,8;61.2
238;2020/03/24  13:00:00;-13,8;61.7
239;2020/03/24  13:01:00;-13,8;61.6
240;2020/03/24  13:01:00;-13,8;61.6
241;2020/03/24  13:02:00;-13,8;61.7
242;2020/03/24  13:02:00;-13,9;61.2
243;2020/03/24  13:03:00;-13,8;61.2
244;2020/03/24  13:03:00;-13,6;61.2
245;2020/03/24  13:04:00;-13,5;61.7
246;2020/03/24  13:04:00;-13,3;61.6
247;2020/03/24  13:05:00;-13,2;61.6
248;2020/03/24  13:05:00;-13,1;61.7
249;2020/03/24  13:06:00;-13,1;61.7
250;2020/03/24  13:06:00;-13,1;61.2
251;2020/03/24  13:07:00;-13,2;61.2
252;2020/03/24  13:07:00;-13,3;61.7
253;2020/03/24  13:08:00;-13,3;61.6
254;2020/03/24  13:08:00;-13,2;60.7
255;2020/03/24  13:09:00;-13,2;61.2
256;2020/03/24  13:09:00;-13,2;61.7
257;2020/03/24  13:10:00;-13,1;61.7
258;2020/03/24  13:10:00;-13,1;62.1
259;2020/03/24  13:11:00;-13;62.1
260;2020/03/24  13:11:00;-13;62.1
261;2020/03/24  13:12:00;-13;61.2
262;2020/03/24  13:12:00;-13;61.7
263;2020/03/24  13:13:00;-13;61.3
264;2020/03/24  13:13:00;-13;61.3
265;2020/03/24  13:14:00;-13;60.8
266;2020/03/24  13:14:00;-13;60.4
267;2020/03/24  13:15:00;-12,9;60.4
268;2020/03/24  13:15:00;-12,8;58.6
269;2020/03/24  13:16:00;-12,7;58.1
270;2020/03/24  13:16:00;-12,7;58.6
271;2020/03/24  13:17:00;-12,6;58.6
272;2020/03/24  13:17:00;-12,6;58.6
273;2020/03/24  13:18:00;-12,6;58.2
274;2020/03/24  13:18:00;-12,6;57.7
275;2020/03/24  13:19:00;-12,6;56.3
276;2020/03/24  13:19:00;-12,6;55.4
277;2020/03/24  13:20:00;-12,5;54.9
278;2020/03/24  13:20:00;-12,4;54.9
279;2020/03/24  13:21:00;-12,3;54.4
280;2020/03/24  13:21:00;-12,3;54
281;2020/03/24  13:22:00;-12,2;54
282;2020/03/24  13:22:00;-12,1;54
283;2020/03/24  13:23:00;-12;53.1
284;2020/03/24  13:23:00;-12;52.2
285;2020/03/24  13:24:00;-11,9;51.7
286;2020/03/24  13:24:00;-11,9;51.2
287;2020/03/24  13:25:00;-11,9;50.7
288;2020/03/24  13:25:00;-11,8;50.7
289;2020/03/24  13:26:00;-11,8;50.3
290;2020/03/24  13:26:00;-11,7;49.8
291;2020/03/24  13:27:00;-11,7;49.4
292;2020/03/24  13:27:00;-11,6;48.4
293;2020/03/24  13:28:00;-11,6;47.4
294;2020/03/24  13:28:00;-11,6;47.5
295;2020/03/24  13:29:00;-11,6;47
296;2020/03/24  13:29:00;-11,5;46.6
297;2020/03/24  13:30:00;-11,5;45.6
298;2020/03/24  13:30:00;-11,5;45
299;2020/03/24  13:31:00;-11,4;43.2
300;2020/03/24  13:31:00;-11,3;40.3
301;2020/03/24  13:32:00;-11,3;47.1
302;2020/03/24  13:32:00;-11,2;53.8
303;2020/03/24  13:33:00;-11,2;53.8
304;2020/03/24  13:33:00;-11,2;51.4
305;2020/03/24  13:34:00;-11,1;46.6
306;2020/03/24  13:34:00;-11,1;47.1
307;2020/03/24  13:35:00;-11;54.2
308;2020/03/24  13:35:00;-11;55.3
309;2020/03/24  13:36:00;-11;54.3
310;2020/03/24  13:36:00;-11;50.8
311;2020/03/24  13:37:00;-10,9;53.7
312;2020/03/24  13:37:00;-10,9;54.3
313;2020/03/24  13:38:00;-10,8;49.7
314;2020/03/24  13:38:00;-10,7;53.7
315;2020/03/24  13:39:00;-10,7;54.7
316;2020/03/24  13:39:00;-10,6;54.3
317;2020/03/24  13:40:00;-10,6;53.8
318;2020/03/24  13:40:00;-10,6;48.1
319;2020/03/24  13:41:00;-10,5;53.7
320;2020/03/24  13:41:00;-10,5;54.2
321;2020/03/24  13:42:00;-10,5;49.7
322;2020/03/24  13:42:00;-10,4;50.6
323;2020/03/24  13:43:00;-10,4;55.1
324;2020/03/24  13:43:00;-10,3;52.2
325;2020/03/24  13:44:00;-10,3;49.6
326;2020/03/24  13:44:00;-10,3;55.6
327;2020/03/24  13:45:00;-10,3;52.2
328;2020/03/24  13:45:00;-10,3;50.6
329;2020/03/24  13:46:00;-10,2;56.1
330;2020/03/24  13:46:00;-10,2;55.7
331;2020/03/24  13:47:00;-10,1;50.6
332;2020/03/24  13:47:00;-10,1;46.4
333;2020/03/24  13:48:00;-10;52
334;2020/03/24  13:48:00;-10;57.1
335;2020/03/24  13:49:00;-10;56.7
336;2020/03/24  13:49:00;-9,9;52.2
337;2020/03/24  13:50:00;-9,9;54.7
338;2020/03/24  13:50:00;-9,8;55.2
339;2020/03/24  13:51:00;-9,8;50.1
340;2020/03/24  13:51:00;-9,8;49
341;2020/03/24  13:52:00;-9,7;55.1
342;2020/03/24  13:52:00;-9,6;55.2
343;2020/03/24  13:53:00;-9,5;51.7
344;2020/03/24  13:53:00;-9,5;52.7
345;2020/03/24  13:54:00;-9,5;48
346;2020/03/24  13:54:00;-9,5;55.1
347;2020/03/24  13:55:00;-9,4;52.1
348;2020/03/24  13:55:00;-9,3;55.6
349;2020/03/24  13:56:00;-9,3;56.6
350;2020/03/24  13:56:00;-9,4;51.6
351;2020/03/24  13:57:00;-9,4;56.6
352;2020/03/24  13:57:00;-9,4;51.6
353;2020/03/24  13:58:00;-9,4;53.6
354;2020/03/24  13:58:00;-9,4;56.6
355;2020/03/24  13:59:00;-9,4;53.6
356;2020/03/24  13:59:00;-9,5;55.6
357;2020/03/24  14:00:00;-9,5;50.1
358;2020/03/24  14:00:00;-9,5;55.1
359;2020/03/24  14:01:00;-9,5;53.6
360;2020/03/24  14:01:00;-9,6;53.1
361;2020/03/24  14:02:00;-9,6;54.6
362;2020/03/24  14:02:00;-9,6;54.1
363;2020/03/24  14:03:00;-9,6;52
364;2020/03/24  14:03:00;-9,6;56.5
365;2020/03/24  14:04:00;-9,5;52.1
366;2020/03/24  14:04:00;-9,5;47.9
367;2020/03/24  14:05:00;-9,5;53
368;2020/03/24  14:05:00;-9,5;57
369;2020/03/24  14:06:00;-9,4;55.6
370;2020/03/24  14:06:00;-9,4;56.6
371;2020/03/24  14:07:00;-9,4;53.1
372;2020/03/24  14:07:00;-9,5;54.5
373;2020/03/24  14:08:00;-9,4;56.1
374;2020/03/24  14:08:00;-9,4;52
375;2020/03/24  14:09:00;-9,4;57
376;2020/03/24  14:09:00;-9,3;58
377;2020/03/24  14:10:00;-9,3;57.1
378;2020/03/24  14:10:00;-9,3;55.6
379;2020/03/24  14:11:00;-9,3;53.1
380;2020/03/24  14:11:00;-9,2;56.1
381;2020/03/24  14:12:00;-9,1;56.1
382;2020/03/24  14:12:00;-9,1;56.1
383;2020/03/24  14:13:00;-9,1;55.6
384;2020/03/24  14:13:00;-9,1;54.1
385;2020/03/24  14:14:00;-9;54.6
386;2020/03/24  14:14:00;-9;55.6
387;2020/03/24  14:15:00;-9;55.6
388;2020/03/24  14:15:00;-9;55.6
389;2020/03/24  14:16:00;-9;55.1
390;2020/03/24  14:16:00;-9,1;55.5
391;2020/03/24  14:17:00;-9,3;56
392;2020/03/24  14:17:00;-9,5;56
393;2020/03/24  14:18:00;-9,6;56
394;2020/03/24  14:18:00;-9,8;56
395;2020/03/24  14:19:00;-9,9;54
396;2020/03/24  14:19:00;-10,1;55.9
397;2020/03/24  14:20:00;-10,2;56.4
398;2020/03/24  14:20:00;-10,3;56.9
399;2020/03/24  14:21:00;-10,4;56.9
400;2020/03/24  14:21:00;-10,5;56.9
401;2020/03/24  14:22:00;-10,5;56.9
402;2020/03/24  14:22:00;-10,6;55.9
403;2020/03/24  14:23:00;-10,7;56.8
404;2020/03/24  14:23:00;-10,7;56.8
405;2020/03/24  14:24:00;-10,8;56.8
406;2020/03/24  14:24:00;-10,8;57.3
407;2020/03/24  14:25:00;-10,9;57.3
408;2020/03/24  14:25:00;-10,9;57.3
409;2020/03/24  14:26:00;-11;56.8
410;2020/03/24  14:26:00;-11;56.3
411;2020/03/24  14:27:00;-11,1;56.8
412;2020/03/24  14:27:00;-11,1;57.2
413;2020/03/24  14:28:00;-11,2;57.7
414;2020/03/24  14:28:00;-11,2;57.7
415;2020/03/24  14:29:00;-11,3;57.7
416;2020/03/24  14:29:00;-11,3;57.7
417;2020/03/24  14:30:00;-11,4;57.7
418;2020/03/24  14:30:00;-11,4;57.2
419;2020/03/24  14:31:00;-11,5;57.6
420;2020/03/24  14:31:00;-11,5;58.1
421;2020/03/24  14:32:00;-11,6;58.6
422;2020/03/24  14:32:00;-11,6;58.6
423;2020/03/24  14:33:00;-11,6;58.6
424;2020/03/24  14:33:00;-11,6;58.5
425;2020/03/24  14:34:00;-11,7;59
426;2020/03/24  14:34:00;-11,7;58.5
427;2020/03/24  14:35:00;-11,8;59
428;2020/03/24  14:35:00;-11,8;59.4
429;2020/03/24  14:36:00;-11,8;59.4
430;2020/03/24  14:36:00;-11,9;59.4
431;2020/03/24  14:37:00;-11,9;59.9
432;2020/03/24  14:37:00;-11,9;59.9
433;2020/03/24  14:38:00;-12;59.9
434;2020/03/24  14:38:00;-12;60.3
435;2020/03/24  14:39:00;-12;60.3
436;2020/03/24  14:39:00;-12,1;60.3
437;2020/03/24  14:40:00;-12,1;60.3
438;2020/03/24  14:40:00;-12,1;60.3
439;2020/03/24  14:41:00;-12,2;60.3
440;2020/03/24  14:41:00;-12,2;60.3
441;2020/03/24  14:42:00;-12,3;60.8
442;2020/03/24  14:42:00;-12,3;60.8
443;2020/03/24  14:43:00;-12,3;60.8
444;2020/03/24  14:43:00;-12,3;60.8
445;2020/03/24  14:44:00;-12,4;60.8
446;2020/03/24  14:44:00;-12,4;60.8
447;2020/03/24  14:45:00;-12,4;61.2
448;2020/03/24  14:45:00;-12,5;61.2
449;2020/03/24  14:46:00;-12,5;61.2
450;2020/03/24  14:46:00;-12,5;61.2
451;2020/03/24  14:47:00;-12,5;61.2
452;2020/03/24  14:47:00;-12,6;61.2
453;2020/03/24  14:48:00;-12,6;61.7
454;2020/03/24  14:48:00;-12,6;61.7
455;2020/03/24  14:49:00;-12,6;61.2
456;2020/03/24  14:49:00;-12,7;61.6
457;2020/03/24  14:50:00;-12,7;61.6
458;2020/03/24  14:50:00;-12,7;61.6
459;2020/03/24  14:51:00;-12,8;62.1
460;2020/03/24  14:51:00;-12,8;62.1
461;2020/03/24  14:52:00;-12,8;62.1
462;2020/03/24  14:52:00;-12,9;62.1
463;2020/03/24  14:53:00;-12,9;62.1
464;2020/03/24  14:53:00;-12,9;62
465;2020/03/24  14:54:00;-12,9;62
